gesto,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20;
paz,0.663744,0.830501,0.000000,0.584913,0.785860,-0.034561,0.543613,0.722800,-0.061624,0.582203,0.670757,-0.088499,0.646275,0.631756,-0.115139,0.587892,0.540757,-0.035357,0.598846,0.441559,-0.065465,0.614851,0.389237,-0.087268,0.634713,0.347107,-0.102328,0.670287,0.538677,-0.037929,0.714878,0.417901,-0.072636,0.746434,0.375407,-0.094898,0.775953,0.341354,-0.109436,0.738972,0.572481,-0.044617,0.776166,0.514950,-0.076602,0.735371,0.598567,-0.082848,0.703718,0.657204,-0.083393,0.785928,0.633860,-0.056411,0.793235,0.624289,-0.079184,0.749418,0.688108,-0.083285,0.716093,0.731011,-0.083860
paz,0.660582,0.831742,0.000000,0.581509,0.786082,-0.034711,0.542324,0.721021,-0.061919,0.582936,0.668320,-0.089051,0.648205,0.628964,-0.116033,0.589244,0.537907,-0.034639,0.594941,0.436817,-0.064782,0.607837,0.382763,-0.086974,0.624911,0.339671,-0.102384,0.672788,0.537186,-0.037357,0.715344,0.415816,-0.072237,0.747619,0.373150,-0.095044,0.778579,0.340868,-0.109850,0.741328,0.572615,-0.044289,0.779290,0.511850,-0.076724,0.738152,0.597757,-0.083442,0.706573,0.659135,-0.084161,0.787104,0.636082,-0.056319,0.795202,0.623352,-0.079506,0.752253,0.688353,-0.083812,0.720505,0.733467,-0.084483
paz,0.663231,0.823174,0.000000,0.587574,0.777928,-0.031558,0.547871,0.710166,-0.056940,0.588392,0.659084,-0.082808,0.649938,0.621047,-0.108198,0.587634,0.524245,-0.028939,0.593607,0.424508,-0.056537,0.603431,0.371673,-0.076924,0.617766,0.328260,-0.090972,0.669811,0.524869,-0.032227,0.715631,0.403035,-0.063400,0.745914,0.362301,-0.083322,0.775887,0.328723,-0.096240,0.737710,0.562793,-0.039745,0.774597,0.498508,-0.068058,0.735691,0.578046,-0.071930,0.708877,0.636287,-0.071195,0.783986,0.626668,-0.052341,0.790520,0.615462,-0.072027,0.747535,0.676479,-0.074195,0.717883,0.716887,-0.073572
paz,0.482398,0.821322,0.000000,0.587491,0.783369,-0.019510,0.668087,0.726126,-0.043683,0.668401,0.671002,-0.070692,0.649295,0.629431,-0.095792,0.690699,0.501163,-0.037279,0.765501,0.388181,-0.071647,0.817918,0.322304,-0.095778,0.862074,0.274189,-0.113766,0.601032,0.485207,-0.050578,0.650082,0.347363,-0.097865,0.689869,0.260433,-0.125269,0.724512,0.191117,-0.142897,0.510985,0.514457,-0.065086,0.562347,0.555448,-0.100245,0.587924,0.655170,-0.102329,0.607752,0.717798,-0.099308,0.430065,0.581069,-0.084861,0.489157,0.637288,-0.106959,0.529566,0.709187,-0.108739,0.559606,0.753841,-0.106696
paz,0.456485,0.784227,0.000000,0.537416,0.743859,-0.033313,0.602954,0.698976,-0.069425,0.606079,0.680385,-0.104901,0.567149,0.661829,-0.139741,0.569454,0.485706,-0.073598,0.589863,0.345210,-0.119585,0.612030,0.256417,-0.153809,0.634355,0.171629,-0.179357,0.482342,0.496650,-0.082107,0.507358,0.359712,-0.136027,0.544046,0.264128,-0.168534,0.583700,0.170630,-0.192366,0.409354,0.544238,-0.091110,0.470956,0.589666,-0.130113,0.510624,0.683057,-0.135519,0.542484,0.733052,-0.137370,0.354496,0.619016,-0.106212,0.413831,0.687616,-0.131808,0.462639,0.753850,-0.136310,0.501209,0.791042,-0.138251
paz,0.436745,0.794417,0.000000,0.524862,0.759845,-0.032216,0.596506,0.713507,-0.065326,0.602003,0.684233,-0.097374,0.564929,0.656519,-0.129266,0.565535,0.489892,-0.067382,0.593487,0.353963,-0.105732,0.617098,0.271507,-0.133130,0.641213,0.196680,-0.154276,0.472432,0.503051,-0.075281,0.493162,0.362063,-0.119806,0.530185,0.285654,-0.144173,0.575220,0.209301,-0.162741,0.393562,0.555507,-0.084282,0.438643,0.570814,-0.118937,0.481445,0.636006,-0.125074,0.524625,0.668190,-0.127966,0.334889,0.637746,-0.098546,0.388259,0.697602,-0.123035,0.439136,0.756576,-0.128719,0.482896,0.788637,-0.131586
paz,0.413432,0.788336,0.000000,0.503532,0.761600,-0.044268,0.573227,0.707801,-0.081548,0.566751,0.682560,-0.114232,0.518245,0.673407,-0.148654,0.536419,0.476856,-0.081827,0.563660,0.349687,-0.118308,0.582354,0.263183,-0.144992,0.595700,0.188394,-0.165750,0.467878,0.488478,-0.082786,0.480815,0.338301,-0.119856,0.505337,0.245090,-0.143796,0.524857,0.157688,-0.164012,0.406180,0.540491,-0.085340,0.445422,0.462139,-0.118460,0.506792,0.408505,-0.139625,0.556616,0.353705,-0.155754,0.355191,0.625491,-0.092159,0.418236,0.636492,-0.116056,0.478060,0.667662,-0.128466,0.521138,0.686227,-0.139101
paz,0.417104,0.779008,0.000000,0.519431,0.737880,-0.028768,0.584763,0.681104,-0.059495,0.577634,0.650051,-0.089590,0.531353,0.633291,-0.119713,0.538070,0.453940,-0.060254,0.567183,0.327900,-0.094014,0.596715,0.249403,-0.118603,0.625276,0.184057,-0.138400,0.443569,0.472722,-0.069614,0.444568,0.329720,-0.108410,0.465676,0.236199,-0.132035,0.490953,0.153638,-0.151357,0.370776,0.534320,-0.080137,0.428458,0.537477,-0.110007,0.498704,0.575200,-0.119893,0.552385,0.593196,-0.126700,0.321543,0.625415,-0.095441,0.399571,0.684823,-0.116832,0.460854,0.740092,-0.124019,0.503597,0.772959,-0.129021
paz,0.469755,0.780536,0.000000,0.555215,0.716396,-0.016723,0.606882,0.634540,-0.037166,0.603445,0.577357,-0.059915,0.580739,0.529079,-0.082178,0.553431,0.460800,-0.034790,0.551018,0.325600,-0.064600,0.562557,0.244618,-0.088039,0.580339,0.172241,-0.106514,0.475817,0.479140,-0.047014,0.487300,0.348005,-0.084679,0.515023,0.260742,-0.108972,0.550038,0.183345,-0.126864,0.414016,0.530287,-0.060332,0.484526,0.556278,-0.088725,0.534928,0.630255,-0.092025,0.572499,0.675838,-0.092310,0.370806,0.603576,-0.078306,0.441884,0.653204,-0.098185,0.493945,0.706287,-0.101287,0.531006,0.741213,-0.101727
paz,0.501471,0.812682,0.000000,0.596460,0.763044,-0.019185,0.665354,0.699685,-0.041574,0.659662,0.642305,-0.067001,0.633255,0.593591,-0.090904,0.666929,0.491257,-0.031235,0.719056,0.378779,-0.063477,0.758052,0.310776,-0.087481,0.793080,0.256195,-0.105635,0.585899,0.479433,-0.043964,0.628295,0.353835,-0.087470,0.665877,0.275431,-0.114328,0.703991,0.211068,-0.132233,0.504899,0.507144,-0.058468,0.559141,0.545188,-0.092004,0.579146,0.641991,-0.095854,0.596874,0.703819,-0.094657,0.431343,0.569519,-0.078165,0.487163,0.621101,-0.100363,0.527751,0.691681,-0.103672,0.559886,0.737663,-0.103094
paz,0.461991,0.754863,-0.000000,0.553127,0.713364,-0.019226,0.616858,0.653625,-0.041836,0.605109,0.595148,-0.066723,0.564198,0.538270,-0.089908,0.608498,0.450925,-0.032219,0.647225,0.335083,-0.061938,0.677187,0.264931,-0.083811,0.706070,0.207865,-0.100518,0.531017,0.440071,-0.043393,0.550836,0.305942,-0.081665,0.571981,0.218725,-0.105427,0.594704,0.141584,-0.121881,0.455049,0.466319,-0.056104,0.488906,0.477887,-0.083790,0.508641,0.564413,-0.084215,0.527642,0.619571,-0.082019,0.390644,0.522529,-0.073745,0.437725,0.557147,-0.091022,0.474897,0.619774,-0.091070,0.505319,0.660679,-0.088987
paz,0.471324,0.773628,0.000000,0.555251,0.732386,-0.017276,0.616266,0.673874,-0.038902,0.607737,0.622239,-0.063179,0.573413,0.573485,-0.086449,0.601936,0.477238,-0.033566,0.644979,0.353375,-0.062892,0.673231,0.281045,-0.084257,0.698830,0.218312,-0.100873,0.520459,0.470692,-0.045966,0.532472,0.333297,-0.083120,0.545669,0.248031,-0.105774,0.563355,0.173877,-0.122151,0.447849,0.498940,-0.059658,0.486295,0.512006,-0.087666,0.512558,0.597476,-0.089383,0.535525,0.652059,-0.088305,0.391047,0.554392,-0.078052,0.440411,0.596607,-0.096920,0.482094,0.657637,-0.098752,0.514822,0.695402,-0.098031
paz,0.473889,0.780355,0.000000,0.553217,0.733730,-0.013900,0.615722,0.677454,-0.034470,0.608626,0.628639,-0.057725,0.566194,0.589008,-0.079660,0.597755,0.483202,-0.032803,0.643954,0.364342,-0.061096,0.674291,0.294152,-0.081470,0.702503,0.232167,-0.097383,0.515918,0.477916,-0.046222,0.532510,0.351827,-0.081628,0.550355,0.276023,-0.101692,0.573934,0.208663,-0.116502,0.443585,0.508945,-0.060502,0.486372,0.531181,-0.086777,0.512809,0.611723,-0.087301,0.539452,0.660575,-0.085906,0.388817,0.567235,-0.079152,0.447371,0.621582,-0.096058,0.491225,0.681155,-0.096904,0.528157,0.714906,-0.095922
paz,0.467600,0.775877,0.000000,0.547209,0.731230,-0.017738,0.609379,0.675295,-0.039950,0.606745,0.626972,-0.064537,0.564134,0.583414,-0.087737,0.573279,0.472257,-0.033047,0.603192,0.351055,-0.061477,0.630476,0.279910,-0.082269,0.658589,0.219374,-0.098617,0.493343,0.471741,-0.045300,0.499962,0.339685,-0.082012,0.518758,0.256248,-0.103838,0.545911,0.186088,-0.119564,0.424684,0.506558,-0.058921,0.475168,0.529926,-0.086564,0.505627,0.609787,-0.088088,0.532276,0.660313,-0.086851,0.373960,0.568801,-0.077276,0.434007,0.616454,-0.095637,0.479069,0.674197,-0.097347,0.513599,0.710643,-0.096684
paz,0.442050,0.766523,0.000000,0.520484,0.722815,-0.019321,0.575293,0.667515,-0.041599,0.566050,0.616639,-0.065552,0.524481,0.569870,-0.087807,0.550578,0.473001,-0.035798,0.584834,0.346325,-0.064122,0.613836,0.274406,-0.084045,0.641501,0.216402,-0.099632,0.466571,0.469506,-0.046392,0.472595,0.333043,-0.083126,0.482692,0.250213,-0.105181,0.500058,0.180529,-0.120745,0.393555,0.501273,-0.058189,0.433992,0.526582,-0.085929,0.463859,0.608738,-0.088617,0.493382,0.656386,-0.087690,0.336492,0.560251,-0.074553,0.385787,0.604543,-0.092774,0.428776,0.662891,-0.095013,0.465932,0.698213,-0.094436
paz,0.443911,0.776105,0.000000,0.521761,0.733991,-0.017664,0.577916,0.676318,-0.039248,0.571514,0.623968,-0.062931,0.533396,0.578539,-0.085040,0.551617,0.480179,-0.033631,0.588902,0.357128,-0.061791,0.619780,0.286972,-0.081660,0.647313,0.229650,-0.097224,0.468972,0.475614,-0.045458,0.479961,0.336537,-0.081181,0.493574,0.255335,-0.102401,0.512247,0.186412,-0.117761,0.396078,0.507169,-0.058633,0.434922,0.521902,-0.085457,0.461779,0.601421,-0.087466,0.489624,0.649355,-0.086644,0.338873,0.566186,-0.076355,0.392629,0.612187,-0.094048,0.438090,0.670791,-0.095866,0.476579,0.705146,-0.095318
paz,0.446829,0.773301,0.000000,0.523097,0.728243,-0.016874,0.578839,0.673015,-0.038458,0.571446,0.623522,-0.062165,0.535935,0.578639,-0.084336,0.556053,0.474473,-0.033941,0.593300,0.354931,-0.061681,0.622001,0.286524,-0.081072,0.649476,0.231200,-0.096302,0.473462,0.471451,-0.046036,0.483068,0.337413,-0.081110,0.494640,0.260019,-0.100990,0.514100,0.193837,-0.115561,0.400442,0.505005,-0.059435,0.434869,0.520087,-0.085579,0.458863,0.597237,-0.086700,0.486691,0.644357,-0.085595,0.342613,0.566615,-0.077298,0.396265,0.616390,-0.094498,0.440666,0.674827,-0.095811,0.480144,0.709047,-0.095072
paz,0.455351,0.792607,0.000000,0.535016,0.745948,-0.016499,0.597968,0.686371,-0.039427,0.597294,0.636716,-0.065021,0.559596,0.591500,-0.089557,0.572044,0.495059,-0.036357,0.610374,0.376714,-0.067114,0.640467,0.308485,-0.088970,0.672697,0.249789,-0.105831,0.488597,0.490761,-0.049878,0.494534,0.359124,-0.088561,0.513597,0.279987,-0.110691,0.542754,0.212123,-0.126803,0.415214,0.523057,-0.064638,0.459972,0.537130,-0.093823,0.488645,0.617988,-0.095357,0.514686,0.669391,-0.094421,0.357363,0.582618,-0.083883,0.416981,0.628473,-0.103354,0.462884,0.689565,-0.104999,0.498157,0.726997,-0.104502
paz,0.470456,0.817537,0.000000,0.556926,0.777237,-0.015310,0.620433,0.725846,-0.036017,0.615066,0.672334,-0.059701,0.586148,0.624129,-0.081643,0.619187,0.530308,-0.030225,0.674222,0.420118,-0.059179,0.712028,0.357731,-0.079143,0.747001,0.307559,-0.094351,0.539613,0.512621,-0.043471,0.580102,0.388406,-0.080987,0.608787,0.319069,-0.102383,0.639980,0.259684,-0.117365,0.464032,0.532477,-0.057953,0.510864,0.565116,-0.086211,0.523982,0.651538,-0.088006,0.543186,0.704478,-0.086803,0.400244,0.584202,-0.076954,0.456246,0.644192,-0.094795,0.490431,0.712083,-0.096373,0.520613,0.752273,-0.095498
paz,0.480264,0.817714,0.000000,0.569643,0.770097,-0.011228,0.637075,0.719422,-0.030304,0.635406,0.669951,-0.052716,0.605805,0.627797,-0.073676,0.639990,0.530976,-0.028724,0.696909,0.426303,-0.055319,0.736748,0.371562,-0.072927,0.775800,0.329037,-0.086553,0.559604,0.517487,-0.043294,0.594415,0.394687,-0.077911,0.628569,0.334702,-0.096223,0.666880,0.289300,-0.109343,0.483062,0.542129,-0.058698,0.531324,0.565362,-0.084733,0.550846,0.647979,-0.085785,0.571790,0.701743,-0.084582,0.418734,0.598076,-0.078045,0.477602,0.655697,-0.094389,0.515392,0.721888,-0.095458,0.546765,0.762042,-0.094626
paz,0.486836,0.818543,0.000000,0.574320,0.774763,-0.014501,0.640633,0.724656,-0.035664,0.637130,0.677389,-0.059651,0.610068,0.633550,-0.082323,0.641122,0.535277,-0.033801,0.697219,0.434522,-0.063568,0.735874,0.378950,-0.083820,0.774293,0.335003,-0.099111,0.562305,0.520186,-0.047225,0.603484,0.401875,-0.085139,0.639580,0.340894,-0.106354,0.678488,0.291593,-0.121486,0.486759,0.541567,-0.061554,0.530732,0.564694,-0.090535,0.550056,0.653650,-0.092993,0.573695,0.711418,-0.092607,0.421432,0.594247,-0.080062,0.473658,0.650039,-0.098850,0.512230,0.718195,-0.101046,0.547676,0.759881,-0.100956
paz,0.484214,0.814317,0.000000,0.572387,0.768411,-0.013185,0.638582,0.716901,-0.033691,0.634389,0.669435,-0.057479,0.605025,0.627095,-0.079882,0.641820,0.525782,-0.030917,0.696149,0.422234,-0.059545,0.733772,0.368960,-0.078560,0.771750,0.329433,-0.092813,0.559399,0.513022,-0.045089,0.592163,0.392823,-0.082317,0.625238,0.335374,-0.102196,0.663926,0.293371,-0.115778,0.481724,0.538087,-0.060353,0.532512,0.562355,-0.088397,0.554610,0.648730,-0.089998,0.577215,0.704892,-0.088661,0.416236,0.593706,-0.079741,0.476131,0.649281,-0.097118,0.513770,0.715511,-0.098484,0.544813,0.755593,-0.097680
paz,0.465865,0.815853,0.000000,0.555806,0.771058,-0.015380,0.623716,0.721680,-0.037671,0.623052,0.672065,-0.063249,0.598975,0.622509,-0.087338,0.623672,0.528756,-0.031883,0.677597,0.425455,-0.062501,0.714431,0.367625,-0.083562,0.749972,0.322806,-0.099476,0.544577,0.513885,-0.046206,0.585048,0.397073,-0.086231,0.616949,0.331376,-0.109146,0.653140,0.277586,-0.124987,0.468421,0.534309,-0.061797,0.519731,0.564819,-0.093018,0.535338,0.650780,-0.096638,0.555823,0.705527,-0.096468,0.403250,0.585765,-0.081719,0.460590,0.644475,-0.101972,0.498506,0.713493,-0.104729,0.532024,0.755596,-0.104711
paz,0.439336,0.796076,0.000000,0.522694,0.752112,-0.016319,0.589766,0.698832,-0.038265,0.590928,0.647873,-0.063289,0.561921,0.598194,-0.087266,0.573667,0.506278,-0.033076,0.618737,0.387441,-0.062410,0.654934,0.325667,-0.082705,0.691320,0.276531,-0.098633,0.494253,0.499978,-0.047216,0.525769,0.369636,-0.085218,0.558620,0.304712,-0.106805,0.598206,0.250396,-0.122220,0.420551,0.528590,-0.062848,0.470267,0.546564,-0.093389,0.490992,0.630574,-0.096767,0.515963,0.683444,-0.096617,0.357897,0.586700,-0.082802,0.411234,0.634905,-0.104633,0.454647,0.698600,-0.108126,0.493601,0.736756,-0.108437
paz,0.434239,0.782225,0.000000,0.514142,0.738457,-0.015776,0.577392,0.682904,-0.036607,0.573012,0.632651,-0.060070,0.529068,0.587881,-0.082176,0.552174,0.489887,-0.032059,0.590192,0.370248,-0.059536,0.624126,0.308694,-0.078263,0.658811,0.259208,-0.093084,0.472827,0.485481,-0.045163,0.491158,0.355547,-0.080569,0.517615,0.288411,-0.100361,0.552347,0.230219,-0.114782,0.402406,0.516089,-0.059652,0.449857,0.542118,-0.087166,0.471626,0.624337,-0.089321,0.495479,0.672928,-0.088634,0.345450,0.575676,-0.078478,0.401028,0.630455,-0.097145,0.441429,0.693895,-0.099536,0.476093,0.730842,-0.099410
paz,0.426338,0.783056,0.000000,0.508109,0.734641,-0.016457,0.569278,0.677977,-0.037711,0.561764,0.629453,-0.061481,0.513693,0.587442,-0.083876,0.538228,0.485673,-0.032857,0.576170,0.372350,-0.061316,0.607235,0.309350,-0.081336,0.638888,0.255423,-0.097028,0.458811,0.482118,-0.045802,0.477178,0.357366,-0.081902,0.502215,0.288588,-0.102579,0.537039,0.226859,-0.117664,0.387017,0.513702,-0.060153,0.436889,0.543618,-0.087871,0.458993,0.620873,-0.090119,0.484213,0.664618,-0.089601,0.329820,0.573526,-0.078946,0.389032,0.628225,-0.097629,0.431870,0.686292,-0.099990,0.468499,0.719244,-0.099947
paz,0.455508,0.801118,0.000000,0.552170,0.755944,-0.016778,0.624879,0.693803,-0.034563,0.628441,0.628381,-0.055579,0.618726,0.562688,-0.074673,0.643220,0.516028,-0.016777,0.708074,0.436486,-0.039539,0.743050,0.392312,-0.056173,0.775589,0.356829,-0.069284,0.572414,0.493184,-0.027898,0.626452,0.392569,-0.059896,0.662172,0.325683,-0.081263,0.700868,0.269968,-0.096208,0.499290,0.505626,-0.041446,0.552515,0.522194,-0.068596,0.561762,0.604171,-0.073126,0.574355,0.659457,-0.072998,0.430304,0.547595,-0.059077,0.485884,0.573671,-0.078270,0.520254,0.631140,-0.081575,0.550874,0.672289,-0.081338
paz,0.456891,0.805132,0.000000,0.550188,0.767082,-0.012167,0.626519,0.704145,-0.027574,0.632413,0.637069,-0.047129,0.626620,0.570886,-0.064964,0.643019,0.524275,-0.010108,0.716962,0.446206,-0.031715,0.762307,0.407253,-0.046683,0.807002,0.378033,-0.058663,0.574534,0.498058,-0.023801,0.640252,0.394043,-0.055353,0.688664,0.330566,-0.075701,0.741567,0.278933,-0.089792,0.504131,0.508072,-0.039903,0.571072,0.522250,-0.067639,0.573176,0.612934,-0.072094,0.579165,0.672005,-0.071626,0.436355,0.547769,-0.059767,0.507799,0.586546,-0.079359,0.534553,0.654974,-0.082609,0.555123,0.699042,-0.082209
paz,0.457994,0.798238,0.000000,0.549043,0.754301,-0.010784,0.618529,0.691508,-0.027527,0.621935,0.626734,-0.048343,0.612042,0.564160,-0.067633,0.630083,0.506056,-0.014958,0.696010,0.425829,-0.037801,0.736476,0.380521,-0.054226,0.775274,0.343633,-0.067435,0.558004,0.483974,-0.029537,0.607424,0.375312,-0.061335,0.644587,0.307865,-0.081090,0.685670,0.252132,-0.095252,0.484949,0.501510,-0.045964,0.540490,0.505365,-0.071707,0.555018,0.584341,-0.074176,0.569912,0.638660,-0.073553,0.419084,0.550499,-0.066095,0.486112,0.587095,-0.083557,0.521759,0.649996,-0.085057,0.549431,0.691578,-0.084146
paz,0.446916,0.789889,0.000000,0.539784,0.743830,-0.014219,0.601835,0.678918,-0.035654,0.595429,0.621537,-0.060084,0.562706,0.572321,-0.083002,0.588249,0.489014,-0.032937,0.633743,0.385858,-0.063972,0.665756,0.323071,-0.085639,0.699260,0.271956,-0.101925,0.505238,0.477205,-0.047303,0.522344,0.351954,-0.087503,0.546246,0.272739,-0.110157,0.577887,0.206150,-0.125924,0.429114,0.504687,-0.062741,0.474885,0.524352,-0.091956,0.497865,0.608176,-0.091828,0.520002,0.661900,-0.089461,0.368867,0.563278,-0.082640,0.432354,0.616000,-0.100891,0.471827,0.680762,-0.100802,0.501974,0.719700,-0.098847
paz,0.439664,0.770449,0.000000,0.517093,0.724301,-0.016573,0.571343,0.667125,-0.037160,0.565073,0.617276,-0.060082,0.531930,0.571952,-0.081952,0.540618,0.480605,-0.032238,0.567392,0.361348,-0.060306,0.590337,0.290346,-0.080934,0.614305,0.230626,-0.096848,0.463439,0.476889,-0.043613,0.467794,0.347122,-0.079810,0.484471,0.266986,-0.101720,0.509698,0.202491,-0.117233,0.394800,0.505727,-0.056131,0.438509,0.525758,-0.083451,0.465943,0.602176,-0.085722,0.490688,0.651264,-0.084809,0.340218,0.560726,-0.073022,0.391873,0.604516,-0.091230,0.432368,0.658508,-0.093353,0.464727,0.694123,-0.092905
paz,0.410353,0.766467,0.000000,0.491078,0.715271,-0.015694,0.548332,0.658908,-0.035842,0.539791,0.610821,-0.058486,0.491902,0.571123,-0.079461,0.517725,0.470989,-0.028227,0.546953,0.355968,-0.053840,0.572382,0.291688,-0.071823,0.598685,0.237343,-0.085833,0.437179,0.471376,-0.039889,0.436766,0.344711,-0.073298,0.450272,0.271862,-0.092313,0.473063,0.208729,-0.105537,0.366357,0.504247,-0.052967,0.404589,0.527807,-0.078707,0.432869,0.603223,-0.079776,0.459079,0.647252,-0.077521,0.310093,0.562427,-0.070327,0.357472,0.606640,-0.086272,0.397024,0.660249,-0.087059,0.428458,0.692363,-0.085492
paz,0.414038,0.755253,0.000000,0.495138,0.706528,-0.015745,0.553021,0.649771,-0.035835,0.542271,0.600917,-0.058297,0.494548,0.560052,-0.079050,0.523378,0.459212,-0.028523,0.550529,0.341848,-0.054038,0.574950,0.275747,-0.072005,0.600844,0.219309,-0.086067,0.443625,0.457918,-0.040025,0.448493,0.334940,-0.072734,0.462931,0.265105,-0.091299,0.485853,0.202721,-0.104403,0.374050,0.490140,-0.052964,0.416983,0.520387,-0.077749,0.442940,0.595103,-0.079107,0.467752,0.638527,-0.077472,0.319429,0.547508,-0.070267,0.374662,0.604491,-0.085351,0.411693,0.658829,-0.086576,0.440951,0.688936,-0.085585
paz,0.433234,0.818959,0.000000,0.498352,0.762273,-0.008826,0.552749,0.705703,-0.024745,0.542641,0.668982,-0.044585,0.495360,0.640225,-0.063587,0.517449,0.538168,-0.015662,0.526474,0.437284,-0.037125,0.538514,0.392965,-0.052721,0.554855,0.360737,-0.065127,0.452843,0.542704,-0.030087,0.457979,0.446518,-0.055488,0.477149,0.410116,-0.071545,0.503233,0.374856,-0.084156,0.395201,0.573792,-0.046341,0.422593,0.583246,-0.068316,0.447551,0.653262,-0.073437,0.478515,0.694248,-0.076004,0.345385,0.625228,-0.065838,0.394406,0.672016,-0.080707,0.433401,0.730740,-0.083409,0.472673,0.765720,-0.084758
paz,0.434608,0.817677,0.000000,0.501912,0.762232,-0.010322,0.554401,0.706337,-0.026132,0.540269,0.667089,-0.045621,0.490796,0.636829,-0.064129,0.521148,0.538622,-0.014925,0.535227,0.441566,-0.036308,0.547482,0.396728,-0.052261,0.562002,0.362628,-0.064827,0.455146,0.540967,-0.028166,0.464074,0.444381,-0.053838,0.483368,0.407652,-0.070555,0.507515,0.372432,-0.083379,0.395099,0.571142,-0.043359,0.419977,0.584533,-0.065162,0.444289,0.659791,-0.069735,0.473758,0.705919,-0.071590,0.342861,0.622893,-0.062075,0.387050,0.667766,-0.076758,0.426045,0.725173,-0.079267,0.464752,0.760180,-0.080131
paz,0.434903,0.816210,0.000000,0.502069,0.757873,-0.010765,0.555867,0.703292,-0.027113,0.543727,0.665348,-0.047062,0.492334,0.636609,-0.065794,0.522687,0.534990,-0.016022,0.537553,0.438613,-0.037762,0.549762,0.395368,-0.053586,0.564631,0.363873,-0.065937,0.455307,0.538072,-0.029205,0.461822,0.444642,-0.055972,0.481178,0.409404,-0.072828,0.506550,0.375495,-0.085315,0.394313,0.568920,-0.044270,0.423316,0.590381,-0.066734,0.448152,0.666065,-0.071020,0.477006,0.710739,-0.072292,0.342300,0.621756,-0.062884,0.386155,0.666878,-0.077658,0.424615,0.722523,-0.079890,0.462507,0.756055,-0.080352
paz,0.442973,0.813113,0.000000,0.510359,0.754613,-0.009259,0.561348,0.703099,-0.026232,0.550579,0.667268,-0.047278,0.510717,0.635197,-0.067141,0.539026,0.527738,-0.016784,0.571666,0.432801,-0.038782,0.593670,0.391604,-0.054944,0.617235,0.359171,-0.067612,0.470391,0.530716,-0.030915,0.483139,0.431778,-0.057134,0.502207,0.392344,-0.073530,0.526739,0.356126,-0.086414,0.409701,0.564007,-0.046808,0.442149,0.577538,-0.067658,0.463046,0.651527,-0.070577,0.485638,0.697993,-0.071708,0.358115,0.620052,-0.066261,0.406563,0.662185,-0.079841,0.443626,0.717030,-0.081210,0.477925,0.751139,-0.081530
paz,0.438325,0.824421,0.000000,0.513230,0.770612,-0.010188,0.566764,0.720190,-0.028478,0.567290,0.675654,-0.050959,0.542685,0.630989,-0.072322,0.549800,0.543207,-0.018743,0.583294,0.446882,-0.043089,0.611334,0.398849,-0.061158,0.638581,0.362162,-0.075160,0.485884,0.537328,-0.033469,0.503606,0.429401,-0.064128,0.531339,0.377176,-0.083634,0.563122,0.335333,-0.098148,0.425381,0.562969,-0.049760,0.465910,0.576296,-0.073817,0.488430,0.650232,-0.077431,0.510905,0.699464,-0.078573,0.372640,0.615157,-0.069697,0.423604,0.655193,-0.085464,0.462822,0.712309,-0.087453,0.496197,0.749861,-0.087902
paz,0.442581,0.827777,0.000000,0.522250,0.771923,-0.007354,0.581071,0.719745,-0.023388,0.578228,0.675329,-0.043981,0.546996,0.636178,-0.063276,0.575400,0.550632,-0.014341,0.614455,0.468231,-0.036600,0.639029,0.427893,-0.052199,0.660423,0.396129,-0.064347,0.510644,0.541697,-0.030126,0.540639,0.444359,-0.057998,0.571112,0.402036,-0.074524,0.602791,0.365349,-0.087062,0.446690,0.566166,-0.047580,0.490621,0.580325,-0.070044,0.506963,0.655886,-0.072783,0.523217,0.704428,-0.073414,0.388956,0.617432,-0.068374,0.442670,0.663402,-0.082980,0.478674,0.720258,-0.084568,0.508901,0.754204,-0.084759
paz,0.406032,0.836252,0.000000,0.484184,0.784818,-0.010325,0.539871,0.733580,-0.027673,0.539066,0.691706,-0.049265,0.516077,0.650239,-0.069557,0.536955,0.563958,-0.015628,0.576179,0.478645,-0.038740,0.604132,0.439340,-0.055362,0.628840,0.410388,-0.068031,0.475158,0.554859,-0.029855,0.502150,0.456582,-0.058749,0.533881,0.414661,-0.077062,0.567092,0.380993,-0.090506,0.414272,0.578238,-0.046046,0.449535,0.591807,-0.069407,0.469802,0.666096,-0.073760,0.492852,0.713100,-0.075184,0.359999,0.628881,-0.065686,0.406858,0.664508,-0.081110,0.440747,0.719783,-0.083512,0.473308,0.756101,-0.084167
